cell_id,market,sma_n,rsi_k,dataset,window,rt_cost_bps,n_trades,pf,expectancy_bps,sharpe,net_ann_pct,maxdd_pct,monthly_mean_pct
WDO_SMA100_RSI10,WDO,100,10,real_futures,REALCHECK,1.5,18,0.8506512119243222,-9.827787565450409,-0.1347561397352489,-0.5711520825392169,-5.441498442549991,-0.0782588091800656
WDO_SMA100_RSI10,WDO,100,10,real_futures,REALCHECK,1.0,18,0.8577691872811533,-9.327787565450405,-0.12790026607915841,-0.545562618438522,-5.422315198621151,-0.07434739571441748
WDO_SMA100_RSI10,WDO,100,10,real_futures,REALCHECK,2.0,18,0.8435811498312114,-10.327787565450398,-0.14161201339133916,-0.5967362434645684,-5.460678768497494,-0.08217015742832522
WDO_SMA200_RSI5,WDO,200,5,proxy,DISCOVERY,1.5,70,1.045445955595676,2.663034083070145,0.028880107552992196,0.03977857152155373,-18.06538184136002,0.00971491393084301
WDO_SMA200_RSI5,WDO,200,5,proxy,DISCOVERY,1.0,70,1.054110613387165,3.1630340830701487,0.034302514223750476,0.058211186285750394,-17.974355993381238,0.011512751657644293
WDO_SMA200_RSI5,WDO,200,5,proxy,DISCOVERY,2.0,70,1.0368234426429321,2.163034083070147,0.02345770088223398,0.02134843063672509,-18.15631126546204,0.007917101845067215
WDO_SMA200_RSI5,WDO,200,5,proxy,CONFIRM,1.5,16,1.129446244147796,6.006265869395839,0.07272516115984243,0.1374940936125446,-4.02818149073257,0.015769970405869953
WDO_SMA200_RSI5,WDO,200,5,proxy,CONFIRM,1.0,16,1.1406959684815925,6.506265869395842,0.07877926888178036,0.1508436257038115,-4.018384370764382,0.017082149856541703
WDO_SMA200_RSI5,WDO,200,5,proxy,CONFIRM,2.0,16,1.1182720319548187,5.506265869395843,0.06667105343790462,0.12414567374985364,-4.060261253202624,0.014457799151920008
WDO_SMA200_RSI5,WDO,200,5,real_futures,REALCHECK,1.5,7,0.9924098963032515,-0.4945587537746281,-0.004073760075223429,-0.03544540464045509,-3.3485584779535373,-0.00161165693012999
WDO_SMA200_RSI5,WDO,200,5,real_futures,REALCHECK,1.0,7,1.000083691511928,0.005441246225366363,4.482042115962411e-05,-0.025450517955905028,-3.343558477953531,0.0001408869330238316
WDO_SMA200_RSI5,WDO,200,5,real_futures,REALCHECK,2.0,7,0.9847696764675178,-0.9945587537746289,-0.008192340571606534,-0.045439792059465134,-3.3535584779535332,-0.0033641757932850735
WDO_SMA200_RSI10,WDO,200,10,proxy,DISCOVERY,1.5,125,1.087790738890018,4.547705979700238,0.07287770761426743,0.21409619287056092,-16.45188459751319,0.02952317885684838
WDO_SMA200_RSI10,WDO,200,10,proxy,DISCOVERY,1.0,125,1.0977547319167786,5.047705979700245,0.08089028669694948,0.24706316571179165,-16.275457893354474,0.032734013753264075
WDO_SMA200_RSI10,WDO,200,10,proxy,DISCOVERY,2.0,125,1.077884354898404,4.047705979700244,0.06486512853158558,0.18113841375202444,-16.627948368136575,0.026312426031129422
WDO_SMA200_RSI10,WDO,200,10,proxy,CONFIRM,1.5,44,1.3543741554366073,15.090099124584524,0.3026712386411171,1.0453819995244418,-7.732947850342119,0.10670180852843389
WDO_SMA200_RSI10,WDO,200,10,proxy,CONFIRM,1.0,44,1.3674890638733626,15.590099124584519,0.31270004084255554,1.0823971590754766,-7.686421074261377,0.1102570621191007
WDO_SMA200_RSI10,WDO,200,10,proxy,CONFIRM,2.0,44,1.3413568787418704,14.590099124584524,0.29264243643967863,1.0083785468020245,-7.7794535214890965,0.10314663558293129
WDO_SMA200_RSI10,WDO,200,10,real_futures,REALCHECK,1.5,20,1.3418430084611028,17.683357387471172,0.2634835908086478,0.942821362691082,-5.441498442550024,0.16076155394928612
WDO_SMA200_RSI10,WDO,200,10,real_futures,REALCHECK,1.0,20,1.3527018638590658,18.18335738747117,0.270933635080086,0.9716077575904869,-5.42231519862118,0.16530399397355747
WDO_SMA200_RSI10,WDO,200,10,real_futures,REALCHECK,2.0,20,1.3310573760330633,17.183357387471172,0.25603354653720967,0.9140417376923837,-5.460678768497486,0.1562191593795604
