config_id,asset,arm,tf,family,split,n_trades,win_rate,pf_gross,pf_net2,pf_net4,pf_net6,exp_gross_bps,exp_net6_bps,avg_hold_bars,pf_net6_ex_top2,pf_net6_ex_top3,pior_ano_pf_net6,max_dd_bps
WDO_A_G3_T3,WDO,A,M15,G3_T3,discovery,547,0.34552102376599636,0.7923013269262029,0.6921679299766624,0.6056818081456755,0.5310130406519856,-3.37211892200319,-9.37211892200319,10.073126142595978,0.5068507404956297,0.4960290843291906,0.35533317603056314,5300.065832668585
WDO_A_G3_T3,WDO,A,M15,G3_T3,confirm,209,0.33014354066985646,1.034525251268705,0.8764499088323788,0.7463809800961109,0.6386176253359346,0.4046064762447695,-5.595393523755232,11.708133971291867,0.5596223161292087,0.5236628772790173,0.6386176253359346,1194.0956490796243
WDO_A_G3_T4,WDO,A,M15,G3_T4,discovery,270,0.4074074074074074,0.739918494796619,0.6766733656023239,0.6187986500559371,0.5660234401889516,-6.790956290394547,-12.790956290394547,21.159259259259258,0.5256824694291027,0.5088557340149606,0.2665505381477184,3525.66827057289
WDO_A_G3_T4,WDO,A,M15,G3_T4,confirm,97,0.422680412371134,0.8925394836572547,0.803892451549263,0.7244440219204173,0.6530329039436298,-2.1715631439026772,-8.171563143902677,21.948453608247423,0.5280418132228947,0.4846933713747074,0.6530329039436298,948.9063106627801
WDO_A_G4_T1,WDO,A,M15,G4_T1,discovery,247,0.31983805668016196,0.701181719996781,0.623808363349705,0.5559985294680214,0.4964278497994138,-5.859840829708827,-11.85984082970883,13.364372469635628,0.44366726756442026,0.42186769619916376,0.37245598506851196,3095.90318536231
WDO_A_G4_T1,WDO,A,M15,G4_T1,confirm,123,0.2926829268292683,0.6807511150792249,0.5937741783971274,0.520251679336112,0.45720418462219403,-5.375761880955118,-11.375761880955121,14.178861788617887,0.3447198646823201,0.3108120356346891,0.45720418462219403,1383.5381133097412
WDO_A_G4_T2,WDO,A,M15,G4_T2,discovery,86,0.38372093023255816,0.722123341776608,0.6566282718782193,0.5970437757014178,0.5432297985613269,-6.791437222339284,-12.791437222339287,16.430232558139537,0.4220247321921565,0.3852295831388746,0.1098300067903179,1190.693775254542
WDO_A_G4_T2,WDO,A,M15,G4_T2,confirm,45,0.4,1.0748109489288782,0.9460118217524389,0.8341125073238664,0.7365319728136085,1.127526351680662,-4.872473648319338,17.066666666666666,0.45323202235494703,0.3837521160254683,0.7365319728136085,325.11907692975564
WDO_A_G4_T3,WDO,A,M15,G4_T3,discovery,390,0.3384615384615385,0.8858691299453132,0.7798964880656847,0.688104051041769,0.6088196092955319,-1.8658097939227982,-7.865809793922798,11.03076923076923,0.5714127948221772,0.5543703100561542,0.6074343094953654,3164.563419960474
WDO_A_G4_T3,WDO,A,M15,G4_T3,confirm,186,0.3709677419354839,0.9862885892341752,0.8431769480348853,0.723229560231726,0.6218434154485516,-0.17415628765912966,-6.174156287659131,12.161290322580646,0.5514832577564812,0.5201433535584401,0.6218434154485516,1328.303929777156
WDO_A_G4_T4,WDO,A,M15,G4_T4,discovery,224,0.375,0.8478061488611459,0.7787814747364022,0.7159988141876081,0.6589725136930213,-3.8668376004478335,-9.866837600447834,21.611607142857142,0.6016447587643501,0.5748923056525962,0.23518437519182894,2234.3484268156685
WDO_A_G4_T4,WDO,A,M15,G4_T4,confirm,108,0.37962962962962965,0.8642729329231128,0.7772192202725294,0.7001001997394022,0.6313712802603842,-2.731280389886558,-8.73128038988656,22.35185185185185,0.527918092355082,0.4796811859537728,0.6313712802603842,1054.3337957768306
WDO_B_B1_m15_ema9x100,WDO,B,M15,B1_m15_ema9x100,discovery,570,0.35789473684210527,1.2047228648877424,1.1278876247426033,1.0571682910043918,0.9919861372072586,5.745190867561533,-0.2548091324384676,39.06140350877193,0.9188127479008612,0.8892523918308193,0.7916270624311216,1355.585916349941
WDO_B_B1_m15_ema9x100,WDO,B,M15,B1_m15_ema9x100,confirm,229,0.31004366812227074,1.0898135097522972,1.00100685258493,0.9216642493546914,0.8505504927370788,2.0240362754002375,-3.9759637245997625,40.6768558951965,0.7372997246841214,0.6925847853548256,0.8505504927370788,1304.5101907770402
WDO_B_B2_m15_ema21x100,WDO,B,M15,B2_m15_ema21x100,discovery,425,0.3788235294117647,1.227530306464705,1.1615871193024456,1.0999635769419107,1.0423164495251402,7.558329607989191,1.5583296079891917,52.38823529411765,0.9629729945175545,0.931771335447221,0.9601735456586773,955.1330758895524
WDO_B_B2_m15_ema21x100,WDO,B,M15,B2_m15_ema21x100,confirm,179,0.3240223463687151,1.0505345171838385,0.9783274907747705,0.912444404903521,0.8522556001980448,1.380134464507505,-4.619865535492496,52.072625698324025,0.7329249013800544,0.6813149081981742,0.8522556001980448,1244.1948358591626
