date,instrument,weekday,year,dst_regime,anchor_time_local,n_bars_day,first_bar_time,last_bar_time,is_roll,day_open,day_close,ret_day,gap_on,anchor_found,anchor_late,valid_for_conditional,ret_morning,ret_post,ret_ny30,ret_post_after30,ret_ny60,morning_high,morning_low,range_morning_pts,range_morning_pct,tr_sum_morning,volu_morning,tr_sum_post,volu_post,vol_par,broke_high,broke_low,t_first_break,false_break_high,false_break_low
2021-08-02,WDO,Monday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5210.0,5190.5,-0.00374280230326296,,True,False,True,-0.009500959692898325,0.005813390175370525,0.00019377967251243966,0.005618521747553951,-0.0024222459064043855,5214.5,5150.0,64.5,0.012380038387715932,119.5,303486,428.0,747423,0.7163179916317992,True,True,45.0,True,True
2021-08-03,WDO,Tuesday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5187.0,5219.0,0.006169269327163995,-0.0006743088334457692,True,False,True,0.0146520146520146,-0.008360250807524228,0.0039901197035911995,-0.012301286903860675,0.003135094052821641,5278.5,5183.0,95.5,0.018411413148255253,162.0,428510,428.0,827961,0.5283950617283951,True,False,0.0,True,False
2021-08-04,WDO,Wednesday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5204.0,5188.5,-0.0029784780937740507,-0.0028741138149070977,True,False,True,-0.00028823981552650313,-0.002691013935607889,-0.0015377222489187936,-0.0011550678602367803,0.007688611244593968,5238.5,5191.5,47.0,0.0090315142198309,151.0,377542,424.0,854786,0.5615894039735099,True,True,0.0,False,False
2021-08-05,WDO,Thursday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5142.5,5269.0,0.024598930481283476,-0.008865760817191815,True,False,True,0.0008750607681089484,0.02370312803574892,-0.0016514474451136962,0.02539651649314001,-0.0003885758694385233,5184.0,5137.0,47.0,0.009139523578026252,132.0,370789,450.0,931939,0.6818181818181818,True,True,0.0,False,False
2021-08-06,WDO,Friday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5249.0,5248.5,-9.525623928363647e-05,-0.003795786676788815,True,False,True,-0.003810249571346902,0.003729202524383357,0.007745266781411297,-0.003985197836606891,0.007745266781411297,5292.5,5222.0,70.5,0.013431129738997905,217.5,428674,428.0,765733,0.3935632183908046,False,False,,False,False
2021-08-09,WDO,Monday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5245.0,5250.0,0.0009532888465204614,-0.0006668571972944237,True,False,True,0.0037178265014299328,-0.002754297654098181,-0.00142463671763704,-0.0013315579227696217,0.003704055465856282,5298.5,5241.0,57.5,0.0109628217349857,120.5,363421,464.5,903568,0.7709543568464731,True,True,75.0,True,True
2021-08-10,WDO,Tuesday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5252.0,5205.0,-0.008948971820259,0.0003809523809523707,True,False,True,0.0013328255902513853,-0.01026811180832854,-0.00038030043734549324,-0.009891573140574428,-0.0019015021867274662,5278.5,5234.0,44.5,0.008472962680883473,151.5,483223,407.5,869515,0.537953795379538,False,True,75.0,False,False
2021-08-11,WDO,Wednesday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5210.5,5242.5,0.006141445158813985,0.0010566762728145829,True,False,True,-0.00028788024181936045,0.006431176809368333,0.000863889422153985,0.005562482017838377,0.00441543482434259,5234.0,5178.0,56.0,0.010747529027924384,144.0,441645,337.0,735509,0.4680555555555555,True,False,45.0,False,False
2021-08-12,WDO,Thursday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5233.0,5267.0,0.006497229122873982,-0.0018121125417263073,True,False,True,0.003535257022740268,0.002951537655907943,-0.002951537655907832,0.0059205500381971365,-0.00038084356850420775,5263.5,5226.0,37.5,0.007166061532581693,103.5,342131,336.0,758509,0.6492753623188405,True,True,60.0,False,False
2021-08-13,WDO,Friday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5255.0,5262.0,0.0013320647002854624,-0.002278336814125703,True,False,True,0.0019980970504280826,-0.0006647042066280084,0.0031336055455322143,-0.0037864445285876736,0.004747887190200251,5269.5,5241.5,28.0,0.00532825880114177,117.0,319299,339.0,728260,0.5794871794871795,True,True,0.0,True,True
2021-08-16,WDO,Monday,2021,EDT,10:30:00,36,09:00:00,17:45:00,False,5286.0,5271.0,-0.002837684449489175,0.004561003420752607,True,False,True,-0.003499810821036675,0.0006644518272425071,-0.0006644518272425071,0.0013297872340425343,-0.0013289036544850141,5309.0,5258.0,51.0,0.009648127128263337,96.5,296528,329.0,754904,0.6818652849740933,False,True,30.0,False,True
