date,pos,ret,equity,window
2023-08-25,1,-0.0002137572692619551,1.30393435811596,CONFIRM
2023-08-28,1,-0.0031250216039339918,1.2998595350767357,CONFIRM
2023-08-29,1,0.0050192629256617105,1.3063838718497143,CONFIRM
2023-08-30,1,0.0013667322439109562,1.3081693488102966,CONFIRM
2023-08-31,1,-0.011354833279982407,1.2933153039525724,CONFIRM
2023-09-01,1,-0.0017328477335873673,1.2910741854593044,CONFIRM
2023-09-04,1,0.0031578439087564247,1.2951511962116098,CONFIRM
2023-09-05,1,-0.010478709352857968,1.281579683258502,CONFIRM
2023-09-06,1,-0.0008681952978086551,1.28046702180373,CONFIRM
2023-09-08,1,-0.0011884122171972047,1.2789452991513002,CONFIRM
2023-09-11,1,0.009689627107518223,1.2913378021909896,CONFIRM
2023-09-12,1,-0.002537132494391442,1.2880615070918147,CONFIRM
2023-09-13,1,0.007025363874319873,1.2971106078716395,CONFIRM
2023-09-14,1,0.008820190681717827,1.3085513707683463,CONFIRM
